TAG0233	fig|1094508.3.peg.811,fig|1094508.3.peg.975	Tsac_0805,Tsac_0964	fig|203119.11.peg.1974	Cthe_1866	fig|394503.7.peg.1867,fig|394503.7.peg.2998	Ccel_1814,Ccel_2912	fig|31899.10.peg.2349	2349	N-acetylornithine aminotransferase (EC 2.6.1.11)
TAG0238	fig|1094508.3.peg.2224	Tsac_2197	fig|203119.11.peg.1290	Cthe_1222	fig|394503.7.peg.1479	Ccel_1437	fig|31899.10.peg.1693	1693	Uncharacterized RNA methyltransferase YsgA
TAG0267	fig|1094508.3.peg.1896	Tsac_1871	fig|203119.11.peg.825	Cthe_0783	fig|394503.7.peg.1750	Ccel_1699	fig|31899.10.peg.1994	1994	tRNA-i(6)A37 methylthiotransferase (EC 2.8.4.3)
TAG0273	fig|1094508.3.peg.580	Tsac_0574	fig|203119.11.peg.115	Cthe_0107	fig|394503.7.peg.2060	Ccel_2003	fig|31899.10.peg.993	993	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)
TAG0275	fig|1094508.3.peg.577	Tsac_0571	fig|203119.11.peg.112	Cthe_0104	fig|394503.7.peg.2063	Ccel_2006	fig|31899.10.peg.996	996	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)
TAG0287	-	-	fig|203119.11.peg.921	Cthe_0876	-	-	-	-	Dolichyl-phosphate-mannose-protein mannosyltransferase-like protein
TAG0293	fig|1094508.3.peg.1752	Tsac_1728	fig|203119.11.peg.599	Cthe_0576	fig|394503.7.peg.1581	Ccel_1537	fig|31899.10.peg.1528	1528	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)
TAG0294	fig|1094508.3.peg.1260	Tsac_1246	fig|203119.11.peg.3257	Cthe_3046	fig|394503.7.peg.2554	Ccel_2477	-	-	FtsW-like cell division membrane protein CA_C0505
TAG0298	fig|1094508.3.peg.1736	Tsac_1712	fig|203119.11.peg.3312	Cthe_3100	-	-	fig|31899.10.peg.2670	2670	Diaminopimelate epimerase (EC 5.1.1.7)
TAG0302	fig|1094508.3.peg.1726	Tsac_1703	fig|203119.11.peg.999	Cthe_0952	fig|394503.7.peg.635	Ccel_0613	fig|31899.10.peg.1866	1866	Dihydroorotase (EC 3.5.2.3)
TAG0332	-	-	fig|203119.11.peg.609	Cthe_0585	fig|394503.7.peg.420,fig|394503.7.peg.875	Ccel_0405,Ccel_0843	-	-	Mobile element protein
TAG0353	fig|1094508.3.peg.1759	Tsac_1736	-	-	-	-	fig|31899.10.peg.2687	2687	DegV family protein
TAG0358	fig|1094508.3.peg.1234	Tsac_1220	-	-	fig|394503.7.peg.1941	Ccel_1886	-	-	Cell division protein FtsA, extended form
TAG0366	fig|1094508.3.peg.382	Tsac_0376	fig|203119.11.peg.1456,fig|203119.11.peg.307	Cthe_1376,Cthe_0290	fig|394503.7.peg.1494	Ccel_1452	fig|31899.10.peg.2478	2478	Homoserine dehydrogenase (EC 1.1.1.3)
TAG0367	fig|1094508.3.peg.1619	Tsac_1597	fig|203119.11.peg.1073	Cthe_1021	fig|394503.7.peg.2185	-	fig|31899.10.peg.149	149	Stage IV sporulation protein A
TAG0375	fig|1094508.3.peg.1541	Tsac_1520	fig|203119.11.peg.1014	Cthe_0965	fig|394503.7.peg.1373	Ccel_1333	-	-	Cob(I)alamin adenosyltransferase (EC 2.5.1.17)
TAG0377	fig|1094508.3.peg.1916,fig|1094508.3.peg.1931,fig|1094508.3.peg.2125	Tsac_1892,Tsac_1907,Tsac_2098	fig|203119.11.peg.1299,fig|203119.11.peg.3394,fig|203119.11.peg.712	Cthe_1231,Cthe_3179,Cthe_0679	fig|394503.7.peg.1411,fig|394503.7.peg.1801,fig|394503.7.peg.505	Ccel_1370,Ccel_1749,Ccel_0487	fig|31899.10.peg.1742,fig|31899.10.peg.1767,fig|31899.10.peg.2054	1742,1767,2054	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)
TAG0381	fig|1094508.3.peg.1930	Tsac_1906	fig|203119.11.peg.127,fig|203119.11.peg.3101	Cthe_0118,Cthe_2898	fig|394503.7.peg.2354,fig|394503.7.peg.414	Ccel_2286,Ccel_0398	fig|31899.10.peg.2191,fig|31899.10.peg.855	2191,855	Anti-sigma F factor antagonist
TAG0382	fig|1094508.3.peg.37	Tsac_0036	fig|203119.11.peg.710	Cthe_0677	fig|394503.7.peg.3285	Ccel_3205	fig|31899.10.peg.2284	2284	Phosphopentomutase (EC 5.4.2.7)
TAG0385	fig|1094508.3.peg.1934	Tsac_1910	fig|203119.11.peg.378	Cthe_0355	-	-	fig|31899.10.peg.1831	1831	Endonuclease Q, cleaves 5' to damaged DNA bases
TAG0386	-	-	-	-	fig|394503.7.peg.2345	Ccel_2277	-	-	Uncharacterized peptidase YqjE
TAG0387	fig|1094508.3.peg.1947	Tsac_1922	fig|203119.11.peg.869	Cthe_0827	fig|394503.7.peg.1954	Ccel_1899	fig|31899.10.peg.1777	1777	RNA binding methyltransferase FtsJ like
TAG0389	fig|1094508.3.peg.1951	Tsac_1926	fig|203119.11.peg.874	Cthe_0832	fig|394503.7.peg.1958	Ccel_1903	fig|31899.10.peg.1482	1482	Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)
TAG0393	fig|1094508.3.peg.1909	Tsac_1885	fig|203119.11.peg.737	Cthe_0701	fig|394503.7.peg.1788	Ccel_1736	fig|31899.10.peg.1807	1807	Pyruvate:Oxaloacetate transcarboxylase domain protein
TAG0396	fig|1094508.3.peg.1957	Tsac_1932	fig|203119.11.peg.882	Cthe_0839	fig|394503.7.peg.1965	Ccel_1910	fig|31899.10.peg.1475	1475	Stage III sporulation protein AG
TAG0401	fig|1094508.3.peg.1973	Tsac_1948	-	-	fig|394503.7.peg.2484	Ccel_2409	-	-	Type IV pilus biogenesis protein PilM
TAG0407	fig|1094508.3.peg.1982	Tsac_1957	fig|203119.11.peg.1165	Cthe_1106	fig|394503.7.peg.2488	Ccel_2413	fig|31899.10.peg.2397	2397	Twitching motility protein PilT
TAG0411	fig|1094508.3.peg.1970	Tsac_1945	fig|203119.11.peg.2591	Cthe_2437	fig|394503.7.peg.2501,fig|394503.7.peg.388	Ccel_2426,Ccel_0372	fig|31899.10.peg.2209	2209	Shikimate kinase I (EC 2.7.1.71)
TAG0412	fig|1094508.3.peg.1984	Tsac_1959	fig|203119.11.peg.898	Cthe_0854	fig|394503.7.peg.686	Ccel_0663	fig|31899.10.peg.2405	2405	Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)
TAG0421	-	-	-	-	fig|394503.7.peg.458	-	-	-	RNA polymerase sporulation specific sigma factor SigK
TAG0423	fig|1094508.3.peg.1995	Tsac_1970	fig|203119.11.peg.1062	Cthe_1011	fig|394503.7.peg.1529	Ccel_1486	-	-	MrdA-like protein
TAG0425	fig|1094508.3.peg.2004	Tsac_1979	fig|203119.11.peg.162	Cthe_0151	fig|394503.7.peg.2306	Ccel_2240	fig|31899.10.peg.1694	1694	UPF0297 protein YrzL
TAG0460	-	-	-	-	fig|394503.7.peg.1648	Ccel_1598	fig|31899.10.peg.1703	1703	Molybdenum cofactor guanylyltransferase (EC 2.7.7.77)
TAG0468	fig|1094508.3.peg.98	Tsac_0096	-	-	fig|394503.7.peg.1872	-	-	-	Bacterial regulatory proteins
TAG0469	-	-	-	-	-	-	fig|31899.10.peg.1392	1392	hypothetical protein
TAG0492	fig|1094508.3.peg.2276	Tsac_2247	-	-	-	-	-	-	Predicted hydroxymethylpyrimidine transporter CytX
TAG0493	fig|1094508.3.peg.1722	Tsac_1699	fig|203119.11.peg.1117	Cthe_1060	fig|394503.7.peg.1732	Ccel_1681	fig|31899.10.peg.1949	1949	AIR Synthase, TMP kinase, hydrogenase maturation protein HypE superfamily
TAG0501	fig|1094508.3.peg.1214	Tsac_1200	fig|203119.11.peg.1171	Cthe_1111	fig|394503.7.peg.2827	Ccel_2741	fig|31899.10.peg.2452	2452	Arsenical-resistance protein ACR3
TAG0507	fig|1094508.3.peg.2168	Tsac_2141	-	-	-	-	-	-	Nicotinate phosphoribosyltransferase (EC 6.3.4.21)
TAG0532	fig|1094508.3.peg.2155	Tsac_2128	fig|203119.11.peg.362	Cthe_0340	fig|394503.7.peg.2300	Ccel_2234	fig|31899.10.peg.1785	1785	Electron-bifurcating
TAG0533	fig|1094508.3.peg.2157	Tsac_2130	fig|203119.11.peg.360,fig|203119.11.peg.453	Cthe_0338,Cthe_0428	fig|394503.7.peg.2302,fig|394503.7.peg.2375	Ccel_2236,Ccel_2305	fig|31899.10.peg.1783	1783	Electron-bifurcating
TAG0536	fig|1094508.3.peg.2656	Tsac_2620	fig|203119.11.peg.2917	Cthe_2743	fig|394503.7.peg.843	Ccel_0814	fig|31899.10.peg.2345	2345	N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234)
TAG0539	-	-	-	-	fig|394503.7.peg.32	Ccel_0030	fig|31899.10.peg.2422	2422	Holo-[acyl-carrier-protein] synthase (EC 2.7.8.7)
TAG0540	fig|1094508.3.peg.132,fig|1094508.3.peg.1701,fig|1094508.3.peg.1829	Tsac_0131,Tsac_1678,Tsac_1805	fig|203119.11.peg.2433,fig|203119.11.peg.518,fig|203119.11.peg.851,fig|203119.11.peg.923	Cthe_2285,Cthe_0491,Cthe_0809,Cthe_0878	fig|394503.7.peg.2082,fig|394503.7.peg.2157,fig|394503.7.peg.2385,fig|394503.7.peg.610	Ccel_2026,Ccel_2099,Ccel_2314,Ccel_0588	fig|31899.10.peg.1008,fig|31899.10.peg.2280,fig|31899.10.peg.2653,fig|31899.10.peg.2703	1008,2280,2653,2703	Positive regulator of CheA protein activity (CheW)
TAG0542	fig|1094508.3.peg.318	Tsac_0316	fig|203119.11.peg.2768	Cthe_2598	fig|394503.7.peg.274	Ccel_0260	fig|31899.10.peg.1074	1074	Uracil phosphoribosyltransferase (EC 2.4.2.9)
TAG0545	fig|1094508.3.peg.2702	Tsac_2664	-	-	-	-	-	-	probable exported protein STY2149
TAG0598	fig|1094508.3.peg.1460	Tsac_1439	-	-	-	-	-	-	hypothetical protein
TAG0612	fig|1094508.3.peg.2374	Tsac_2343	-	-	-	-	-	-	Glycine cleavage system H protein
TAG0621	fig|1094508.3.peg.1595	Tsac_1573	fig|203119.11.peg.468	Cthe_0443	fig|394503.7.peg.2123	Ccel_2066	-	-	Small basic protein Sbp
TAG0623	fig|1094508.3.peg.575	Tsac_0569	fig|203119.11.peg.2887	Cthe_2713	fig|394503.7.peg.318	Ccel_0302	fig|31899.10.peg.1110	1110	Dihydroxy-acid dehydratase (EC 4.2.1.9)
TAG0707	fig|1094508.3.peg.2528	Tsac_2493	fig|203119.11.peg.1354	Cthe_1283	fig|394503.7.peg.1942	Ccel_1887	fig|31899.10.peg.1051,fig|31899.10.peg.1961	1051,1961	Endonuclease III (EC 4.2.99.18)
TAG0739	fig|1094508.3.peg.2129	Tsac_2102	fig|203119.11.peg.1308	Cthe_1240	fig|394503.7.peg.1405	Ccel_1364	fig|31899.10.peg.1738	1738	Hydrolase (HAD superfamily), YqeK
TAG0775	-	-	-	-	-	-	fig|31899.10.peg.2258	2258	hypothetical protein
TAG0817	fig|1094508.3.peg.564	Tsac_0558	fig|203119.11.peg.465	Cthe_0440	fig|394503.7.peg.2126	Ccel_2069	fig|31899.10.peg.2296	2296	proposed amino acid ligase found clustered with an amidotransferase
TAG0821	fig|1094508.3.peg.696	Tsac_0687	-	-	-	-	fig|31899.10.peg.2304	2304	Spore cortex-lytic enzyme, lytic transglycosylase SleB
TAG0828	fig|1094508.3.peg.91	Tsac_0089	fig|203119.11.peg.572	Cthe_0549	-	-	fig|31899.10.peg.2748	2748	Zinc ABC transporter, permease protein ZnuB
TAG0829	fig|1094508.3.peg.89	Tsac_0087	fig|203119.11.peg.570	Cthe_0547	fig|394503.7.peg.1192	Ccel_1156	fig|31899.10.peg.2746	2746	Zinc ABC transporter, substrate-binding protein ZnuA
TAG0836	fig|1094508.3.peg.2391	Tsac_2360	-	-	-	-	-	-	MinD superfamily P-loop ATPase containing an inserted ferredoxin domain
TAG0844	fig|1094508.3.peg.2388	Tsac_2357	-	-	-	-	fig|31899.10.peg.931	931	Metal-dependent hydrolases of the beta-lactamase superfamily II
TAG0850	-	-	fig|203119.11.peg.633,fig|203119.11.peg.634	Cthe_0608,Cthe_0609	fig|394503.7.peg.1812,fig|394503.7.peg.1813	Ccel_1760,Ccel_1761	-	-	Deblocking aminopeptidase (EC 3.4.11.-)
TAG0851	fig|1094508.3.peg.2076	Tsac_2050	fig|203119.11.peg.1131	Cthe_1073	fig|394503.7.peg.593	Ccel_0572	fig|31899.10.peg.1757	1757	hypothetical protein
TAG0852	-	-	fig|203119.11.peg.1858	Cthe_1762	fig|394503.7.peg.486	Ccel_0468	fig|31899.10.peg.134	134	ABC transporter, RND-adapter-like protein
TAG0873	fig|1094508.3.peg.2462	Tsac_2427	fig|203119.11.peg.1728,fig|203119.11.peg.1819	-,Cthe_1722	fig|394503.7.peg.2923	Ccel_2837	-	-	Phage terminase, large subunit
TAG0874	fig|1094508.3.peg.1158	Tsac_1145	-	-	-	-	-	-	Polysaccharide pyruvyl transferase CsaB
TAG0881	-	-	-	-	fig|394503.7.peg.3019	Ccel_2933	fig|31899.10.peg.2334	2334	O-antigen polymerase
TAG0909	-	-	fig|203119.11.peg.641	Cthe_0615	fig|394503.7.peg.1258,fig|394503.7.peg.1434,fig|394503.7.peg.1808,fig|394503.7.peg.692	Ccel_1218,Ccel_1392,Ccel_1756,Ccel_0669	fig|31899.10.peg.1490,fig|31899.10.peg.1997,fig|31899.10.peg.2000	1490,1997,2000	Coenzyme A ligase
TAG0967	fig|1094508.3.peg.307	Tsac_0305	-	-	-	-	fig|31899.10.peg.333	333	Uncharacterized protein Bsu3320.5
TAG0999	-	-	fig|203119.11.peg.2175	Cthe_2049	-	-	-	-	DUF324 domain-containing protein
TAG1009	fig|1094508.3.peg.17	Tsac_0016	fig|203119.11.peg.3389	Cthe_3174	fig|394503.7.peg.2143	Ccel_2085	fig|31899.10.peg.1493	1493	hypothetical protein
TAG1020	fig|1094508.3.peg.2431	Tsac_2398	-	-	-	-	-	-	Carboxymuconolactone decarboxylase (EC 4.1.1.44)
TAG1069	fig|1094508.3.peg.815	Tsac_0809	fig|203119.11.peg.190	Cthe_0178	fig|394503.7.peg.1385	Ccel_1344	fig|31899.10.peg.1735	1735	Argininosuccinate lyase (EC 4.3.2.1)
TAG1073	fig|1094508.3.peg.552	Tsac_0548	fig|203119.11.peg.2518	Cthe_2366	fig|394503.7.peg.3569	Ccel_3487	fig|31899.10.peg.364	364	RNA-binding protein Jag
TAG1075	fig|1094508.3.peg.1032	Tsac_1020	fig|203119.11.peg.3115	Cthe_2912	fig|394503.7.peg.795	Ccel_0767	fig|31899.10.peg.2245	2245	SSU ribosomal protein S17p (S11e)
TAG1079	fig|1094508.3.peg.1016	Tsac_1004	fig|203119.11.peg.2899	Cthe_2725	fig|394503.7.peg.329	Ccel_0313	fig|31899.10.peg.1264	1264	DNA-directed RNA polymerase beta' subunit (EC 2.7.7.6)
TAG1104	-	-	-	-	fig|394503.7.peg.1738	Ccel_1687	-	-	Hydrogenase-4 component G
TAG1115	fig|1094508.3.peg.2038	Tsac_2012	fig|203119.11.peg.916	Cthe_0872	fig|394503.7.peg.3296	Ccel_3216	fig|31899.10.peg.2202	2202	Indole-3-glycerol phosphate synthase (EC 4.1.1.48)
TAG1116	fig|1094508.3.peg.551	Tsac_0547	fig|203119.11.peg.2517	Cthe_2365	fig|394503.7.peg.3568	Ccel_3486	fig|31899.10.peg.363	363	tRNA-5-carboxymethylaminomethyl-2-thiouridine(34) synthesis protein MnmE
TAG1120	fig|1094508.3.peg.1165	Tsac_1151	fig|203119.11.peg.2505	Cthe_2354	fig|394503.7.peg.3557	Ccel_3478	fig|31899.10.peg.1701	1701	Quinolinate phosphoribosyltransferase
TAG1129	-	-	fig|203119.11.peg.2751	Cthe_2582	fig|394503.7.peg.1371	Ccel_1331	-	-	Dihydroneopterin aldolase (EC 4.1.2.25)
TAG1131	fig|1094508.3.peg.945	Tsac_0935	fig|203119.11.peg.2400	Cthe_2255	fig|394503.7.peg.87	Ccel_0083	fig|31899.10.peg.1081	1081	tRNA(Ile)-lysidine synthetase (EC 6.3.4.19)
TAG1142	fig|1094508.3.peg.830	Tsac_0823	fig|203119.11.peg.2831	Cthe_2659	fig|394503.7.peg.3162	Ccel_3083	fig|31899.10.peg.1092	1092	FIG007421: forespore shell protein
TAG1144	fig|1094508.3.peg.381	Tsac_0375	-	-	-	-	-	-	Threonine synthase (EC 4.2.3.1)
TAG1163	fig|1094508.3.peg.819	Tsac_0812	fig|203119.11.peg.1486	Cthe_1402	fig|394503.7.peg.826	Ccel_0797	-	-	iron-dependent transcriptional repressor
TAG1170	-	-	fig|203119.11.peg.2498	Cthe_2347	-	-	-	-	Tyrosine-protein kinase (EC 2.7.10.2)
TAG1176	fig|1094508.3.peg.1446	Tsac_1426	fig|203119.11.peg.2779	Cthe_2609	fig|394503.7.peg.287	Ccel_0273	fig|31899.10.peg.1915	1915	ATP synthase epsilon chain (EC 3.6.3.14)
TAG1177	fig|1094508.3.peg.549	Tsac_0545	fig|203119.11.peg.2515	Cthe_2363	fig|394503.7.peg.3566	Ccel_3484	fig|31899.10.peg.361	361	16S rRNA (guanine(527)-N(7))-methyltransferase (EC 2.1.1.170)
TAG1189	fig|1094508.3.peg.2202,fig|1094508.3.peg.2259	Tsac_2175,Tsac_2232	-	-	-	-	-	-	Alanine dehydrogenase (EC 1.4.1.1)
TAG1196	-	-	fig|203119.11.peg.1431	Cthe_1352	fig|394503.7.peg.3015	Ccel_2929	fig|31899.10.peg.2330	2330	UDP-glucose 6-dehydrogenase (EC 1.1.1.22)
TAG1215	fig|1094508.3.peg.1159	Tsac_1146	fig|203119.11.peg.2875	Cthe_2701	fig|394503.7.peg.3007	Ccel_2921	-	-	N-acetylmannosaminyltransferase (EC 2.4.1.187)
TAG1223	fig|1094508.3.peg.757	Tsac_0750	-	-	-	-	fig|31899.10.peg.2031	2031	hypothetical protein
TAG1224	fig|1094508.3.peg.756	Tsac_0749	fig|203119.11.peg.2558,fig|203119.11.peg.3373	Cthe_2404,Cthe_3159	fig|394503.7.peg.2236,fig|394503.7.peg.25	Ccel_2175,Ccel_0023	fig|31899.10.peg.2032,fig|31899.10.peg.957	2032,957	Transcriptional regulator, GntR family
TAG1226	fig|1094508.3.peg.539	Tsac_0535	fig|203119.11.peg.2345	Cthe_2204	fig|394503.7.peg.139	Ccel_0132	-	-	Cyanophycin synthase (EC 6.3.2.29)(EC 6.3.2.30)
TAG1248	fig|1094508.3.peg.672	Tsac_0664	fig|203119.11.peg.2223	Cthe_2095	fig|394503.7.peg.175	Ccel_0168	fig|31899.10.peg.719	719	Uncharacterized metal-dependent hydrolase YcfH
TAG1261	-	-	fig|203119.11.peg.1756	Cthe_1659	-	-	-	-	KtrAB potassium uptake system, peripheral membrane component KtrA
TAG1264	-	-	fig|203119.11.peg.1755	Cthe_1658	fig|394503.7.peg.2138	Ccel_2080	-	-	KtrAB potassium uptake system, integral membrane component KtrB
TAG1271	fig|1094508.3.peg.619	Tsac_0611	fig|203119.11.peg.2662	Cthe_2502	fig|394503.7.peg.3519	Ccel_3440	fig|31899.10.peg.2977	2977	tRNA-specific adenosine-34 deaminase (EC 3.5.4.33)
TAG1277	fig|1094508.3.peg.633	Tsac_0625	fig|203119.11.peg.3326	Cthe_3114	-	-	fig|31899.10.peg.2131	2131	Glycosyltransferase
TAG1296	fig|1094508.3.peg.546	Tsac_0542	fig|203119.11.peg.2529	Cthe_2377	fig|394503.7.peg.7	Ccel_0007	fig|31899.10.peg.357	357	Chromosome (plasmid) partitioning protein ParA
TAG1332	-	-	fig|203119.11.peg.309,fig|203119.11.peg.3163	Cthe_0292,Cthe_2958	fig|394503.7.peg.432	Ccel_0418	-	-	Mobile element protein
TAG1361	fig|1094508.3.peg.639	Tsac_0631	fig|203119.11.peg.3301	Cthe_3090	fig|394503.7.peg.2497	Ccel_2422	fig|31899.10.peg.351	351	Fumarate hydratase class I, alpha region (EC 4.2.1.2); L(+)-tartrate dehydratase alpha subunit (EC 4.2.1.32)
TAG1367	fig|1094508.3.peg.992	Tsac_0981	fig|203119.11.peg.1884	Cthe_1786	fig|394503.7.peg.352	Ccel_0336	fig|31899.10.peg.2611	2611	DNA repair protein RadA
TAG1368	-	-	fig|203119.11.peg.1883	Cthe_1785	fig|394503.7.peg.353	Ccel_0337	-	-	DNA integrity scanning protein DisA
TAG1373	fig|1094508.3.peg.1315	Tsac_1301	-	-	-	-	-	-	putative membrane protein
TAG1383	-	-	fig|203119.11.peg.2357	Cthe_2215	fig|394503.7.peg.2059	Ccel_2001	-	-	Magnesium and cobalt transport protein CorA
TAG1386	fig|1094508.3.peg.2613	Tsac_2576	fig|203119.11.peg.2052	Cthe_1937	fig|394503.7.peg.3480	Ccel_3402	fig|31899.10.peg.2584	2584	Glutamate racemase (EC 5.1.1.3)
TAG1402	fig|1094508.3.peg.174	Tsac_0173	-	-	-	-	-	-	LysM-repeat proteins and domains
TAG1421	fig|1094508.3.peg.1433	Tsac_1413	fig|203119.11.peg.2913	Cthe_2739	fig|394503.7.peg.838	Ccel_0809	fig|31899.10.peg.1162	1162	Cell division trigger factor (EC 5.2.1.8)
TAG1423	fig|1094508.3.peg.2561	Tsac_2526	-	-	fig|394503.7.peg.3538	Ccel_3459	fig|31899.10.peg.2039	2039	Aminopeptidase
TAG1452	fig|1094508.3.peg.2673	Tsac_2636	-	-	fig|394503.7.peg.1307	Ccel_1266	-	-	Cobalt ECF transporter, substrate-binding protein CbiM
TAG1453	fig|1094508.3.peg.2672	Tsac_2635	-	-	fig|394503.7.peg.1308	Ccel_1267	-	-	Cobalt ECF transporter, additional substrate-binding protein CbiN
TAG1454	fig|1094508.3.peg.2671	Tsac_2634	-	-	fig|394503.7.peg.1309	Ccel_1268	-	-	Cobalt ECF transporter, transmembrane component of energizing module CbiQ
