TAG0057	-	hypothetical protein
TAG0058	-	hypothetical protein
TAG0059	-	hypothetical protein
TAG0060	1709	FIG001802: Putative alkaline-shock protein
TAG0061	-	hypothetical protein
TAG0062	-	UPF0236 protein TTE2489
TAG0063	1713	16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171)
TAG0064	-	hypothetical protein
TAG0065	-	hypothetical protein
TAG0066	1986	Acetate kinase (EC 2.7.2.1)
TAG0067	-	hypothetical protein
TAG0068	-	hypothetical protein
TAG0069	1640	Acyl carrier protein
TAG0070	1654	Chromosome partition protein smc
TAG0071	677	tRNA (adenine(37)-N6)-methyltransferase
TAG0072	1446	SSU ribosomal protein S16p
TAG0073	-	hypothetical protein
TAG0074	-	hypothetical protein
TAG0075	-	hypothetical protein
TAG0076	-	hypothetical protein
TAG0077	-	hypothetical protein
TAG0078	-	hypothetical protein
TAG0079	-	hypothetical protein
TAG0080	-	hypothetical protein
TAG0081	-	hypothetical protein
TAG0082	-	hypothetical protein
TAG0083	-	hypothetical protein
TAG0084	-	hypothetical protein
TAG0085	-	hypothetical protein
TAG0086	-	Gas vesicle protein GvpA
TAG0087	-	Putative membrane protein YeiH
TAG0088	-	hypothetical protein
TAG0089	-	hypothetical protein
TAG0090	-	hypothetical protein
TAG0091	-	Gas vesicle protein GvpN
TAG0092	-	hypothetical protein
TAG0093	-	hypothetical protein
TAG0094	-	hypothetical protein
TAG0095	-	Gas vesicle protein GvpJ
TAG0096	-	hypothetical protein
TAG0097	-	hypothetical protein
TAG0098	-	hypothetical protein
TAG0099	-	Gas vesicle protein GvpA
TAG0100	-	hypothetical protein
TAG0101	-	hypothetical protein
TAG0102	-	hypothetical protein
TAG0103	-	hypothetical protein
TAG0104	-	hypothetical protein
TAG0105	-	hypothetical protein
TAG0106	-	Transposase
TAG0107	-	hypothetical protein
TAG0108	-	hypothetical protein
TAG0109	-	hypothetical protein
TAG0110	-	hypothetical protein
TAG0111	-	hypothetical protein
TAG0112	-	hypothetical protein
TAG0113	-	hypothetical protein
TAG0114	-	hypothetical protein
TAG0115	2707	Flagellar biosynthesis protein FlhF
TAG0116	-	hypothetical protein
TAG0117	-	hypothetical protein
TAG0118	-	hypothetical protein
TAG0119	2699	RNA polymerase sigma factor for flagellar operon
TAG0120	-	hypothetical protein
TAG0121	-	hypothetical protein
TAG0122	-	hypothetical protein
TAG0123	-	hypothetical protein
TAG0124	-	hypothetical protein
TAG0125	2322	1-deoxy-D-xylulose 5-phosphate reductoisomerase (EC 1.1.1.267)
TAG0126	-	hypothetical protein
TAG0127	-	hypothetical protein
TAG0128	-	hypothetical protein
TAG0129	1535	tRNA pseudouridine(55) synthase (EC 5.4.99.25)
TAG0130	-	hypothetical protein
TAG0131	-	hypothetical protein
TAG0132	-	hypothetical protein
TAG0133	-	Putative membrane protein YeiH
TAG0134	-	hypothetical protein
TAG0135	-	hypothetical protein
TAG0136	-	hypothetical protein
TAG0137	-	hypothetical protein
TAG0138	-	hypothetical protein
TAG0139	1464	ADP-ribose pyrophosphatase of COG1058 family (EC 3.6.1.13) / Nicotinamide-nucleotide amidase (EC 3.5.1.42)
TAG0140	-	hypothetical protein
TAG0141	-	Carbon monoxide oxidation accessory protein CoxE
TAG0142	-	ABC transporter, substrate-binding protein (cluster 8, B12/iron complex)
TAG0143	-	hypothetical protein
TAG0144	-	hypothetical protein
TAG0145	-	hypothetical protein
TAG0146	-	Transcriptional regulator, GntR family
TAG0147	-	hypothetical protein
TAG0148	-	hypothetical protein
TAG0149	-	transposase IS111A/IS1328/IS1533
TAG0150	-	LexA repressor (EC 3.4.21.88)
TAG0151	-	hypothetical protein
TAG0152	-	hypothetical protein
TAG0153	-	hypothetical protein
TAG0154	-	hypothetical protein
TAG0155	-	hypothetical protein
TAG0156	-	hypothetical protein
TAG0157	-	hypothetical protein
TAG0158	-	hypothetical protein
TAG0159	-	hypothetical protein
TAG0160	-	hypothetical protein
TAG0161	-	hypothetical protein
TAG0162	-	Mobile element protein
TAG0163	-	hypothetical protein
TAG0164	-	hypothetical protein
TAG0165	1702	Oxidoreductase, molybdopterin-binding
TAG0166	-	hypothetical protein
TAG0167	-	hypothetical protein
TAG0168	-	hypothetical protein
TAG0169	-	hypothetical protein
TAG0170	-	hypothetical protein
TAG0171	-	hypothetical protein
TAG0172	-	hypothetical protein
TAG0173	-	hypothetical protein
TAG0174	-	hypothetical protein
TAG0175	-	ADP-ribosylglycohydrolase-like
TAG0176	-	hypothetical protein
TAG0177	-	hypothetical protein
TAG0178	-	hypothetical protein
TAG0179	-	hypothetical protein
TAG0180	-	hypothetical protein
TAG0181	-	hypothetical protein
TAG0182	-	hypothetical protein
TAG0183	-	hypothetical protein
TAG0184	-	hypothetical protein
TAG0185	-	hypothetical protein
TAG0186	-	hypothetical protein
TAG0187	-	Mobile element protein
TAG0188	-	hypothetical protein
TAG0189	-	ParA-like protein
TAG0190	-	hypothetical protein
TAG0191	-	hypothetical protein
TAG0192	-	hypothetical protein
TAG0193	-	hypothetical protein
TAG0194	-	Efflux ABC transporter, ATP-binding protein
TAG0195	1597	Holliday junction ATP-dependent DNA helicase RuvB (EC 3.6.4.12)
TAG0196	-	Transcriptional regulator, LysR family
TAG0197	-	Oxidoreductase, molybdopterin-binding
TAG0198	-	S-adenosylmethionine:tRNA ribosyltransferase-isomerase (EC 2.4.99.17)
TAG0199	-	hypothetical protein
TAG0200	-	hypothetical protein
TAG0201	1026	Aspartyl-tRNA synthetase (EC 6.1.1.12) @ Aspartyl-tRNA(Asn) synthetase (EC 6.1.1.23)
TAG0202	-	hypothetical protein
TAG0203	-	hypothetical protein
TAG0204	-	hypothetical protein
TAG0205	-	hypothetical protein
TAG0206	-	hypothetical protein
TAG0207	-	hypothetical protein
TAG0208	-	Metal-dependent hydrolases of the beta-lactamase superfamily I; PhnP protein
TAG0209	-	hypothetical protein
TAG0210	-	hypothetical protein
TAG0211	-	hypothetical protein
TAG0212	-	hypothetical protein
TAG0213	-	ACT domain protein CAC_0478
TAG0214	-	hypothetical protein
TAG0215	-	Glutamine synthetase type I (EC 6.3.1.2)
TAG0216	-	Transcriptional regulator containing PAS, AAA-type ATPase, and DNA-binding domains
TAG0217	592	tRNA-5-methyluridine(54) 2-sulfurtransferase (EC 2.8.1.15)
TAG0218	-	hypothetical protein
TAG0219	-	hypothetical protein
TAG0220	-	hypothetical protein
TAG0221	-	hypothetical protein
TAG0222	-	hypothetical protein
TAG0223	-	hypothetical protein
TAG0224	-	hypothetical protein
TAG0225	-	hypothetical protein
TAG0226	-	hypothetical protein
TAG0227	-	Mobile element protein
TAG0228	-	hypothetical protein
TAG0229	-	hypothetical protein
TAG0230	-	hypothetical protein
TAG0231	-	hypothetical protein
TAG0232	1543	NADP-dependent malic enzyme (EC 1.1.1.40)
TAG0233	2349	N-acetylornithine aminotransferase (EC 2.6.1.11)
TAG0234	-	hypothetical protein
TAG0235	-	hypothetical protein
TAG0236	-	hypothetical protein
TAG0237	-	Mobile element protein
TAG0238	1693	Uncharacterized RNA methyltransferase YsgA
TAG0239	-	hypothetical protein
TAG0240	-	Fluoride ion transporter CrcB
TAG0241	-	hypothetical protein
TAG0242	-	hypothetical protein
TAG0243	-	hypothetical protein
TAG0244	-	hypothetical protein
TAG0245	-	hypothetical protein
TAG0246	-	hypothetical protein
TAG0247	-	hypothetical protein
TAG0248	-	hypothetical protein
TAG0249	-	hypothetical protein
TAG0250	-	Similar to carbon monoxide dehydrogenase CooS subunit
TAG0251	-	hypothetical protein
TAG0252	-	hypothetical protein
TAG0253	-	hypothetical protein
TAG0254	-	hypothetical protein
TAG0255	-	FIG00589513: hypothetical protein
TAG0256	-	hypothetical protein
TAG0257	-	Peptidoglycan-N-acetylmuramic acid deacetylase PdaA
TAG0258	-	hypothetical protein
TAG0259	-	hypothetical protein
TAG0260	-	hypothetical protein
TAG0261	-	Aluminum resistance protein
TAG0262	-	Aluminum resistance protein
TAG0263	-	hypothetical protein
TAG0264	-	Transposase
TAG0265	-	hypothetical protein
TAG0266	-	hypothetical protein
TAG0267	1994	tRNA-i(6)A37 methylthiotransferase (EC 2.8.4.3)
TAG0268	-	hypothetical protein
TAG0269	-	hypothetical protein
TAG0270	-	hypothetical protein
TAG0271	-	hypothetical protein
TAG0272	-	hypothetical protein
TAG0273	993	6,7-dimethyl-8-ribityllumazine synthase (EC 2.5.1.78)
TAG0274	-	hypothetical protein
TAG0275	996	Diaminohydroxyphosphoribosylaminopyrimidine deaminase (EC 3.5.4.26) / 5-amino-6-(5-phosphoribosylamino)uracil reductase (EC 1.1.1.193)
TAG0276	-	hypothetical protein
TAG0277	-	hypothetical protein
TAG0278	-	hypothetical protein
TAG0279	-	hypothetical protein
TAG0280	-	hypothetical protein
TAG0281	-	hypothetical protein
TAG0282	-	hypothetical protein
TAG0283	-	Trimethylamine-N-oxide reductase (EC 1.6.6.9)
TAG0284	-	Glycosyl transferase, family 2
TAG0285	-	hypothetical protein
TAG0286	-	hypothetical protein
TAG0287	-	Dolichyl-phosphate-mannose-protein mannosyltransferase-like protein
TAG0288	-	hypothetical protein
TAG0289	-	hypothetical protein
TAG0290	-	hypothetical protein
TAG0291	-	hypothetical protein
TAG0292	-	hypothetical protein
TAG0293	1528	Ribulose-phosphate 3-epimerase (EC 5.1.3.1)
TAG0294	-	FtsW-like cell division membrane protein CA_C0505
TAG0295	-	hypothetical protein
TAG0296	-	hypothetical protein
TAG0297	-	hypothetical protein
TAG0298	2670	Diaminopimelate epimerase (EC 5.1.1.7)
TAG0299	-	hypothetical protein
TAG0300	-	hypothetical protein
TAG0301	-	Orotidine 5'-phosphate decarboxylase (EC 4.1.1.23)
TAG0302	1866	Dihydroorotase (EC 3.5.2.3)
TAG0303	-	Mobile element protein
TAG0304	-	hypothetical protein
TAG0305	-	hypothetical protein
TAG0306	-	hypothetical protein
TAG0307	-	hypothetical protein
TAG0308	-	hypothetical protein
TAG0309	-	hypothetical protein
TAG0310	-	hypothetical protein
TAG0311	-	hypothetical protein
TAG0312	-	hypothetical protein
TAG0313	-	hypothetical protein
TAG0314	-	hypothetical protein
TAG0315	-	hypothetical protein
TAG0316	-	hypothetical protein
TAG0317	-	hypothetical protein
TAG0318	-	hypothetical protein
TAG0319	-	hypothetical protein
TAG0320	-	hypothetical protein
TAG0321	-	hypothetical protein
TAG0322	-	hypothetical protein
TAG0323	-	hypothetical protein
TAG0324	-	hypothetical protein
TAG0325	-	hypothetical protein
TAG0326	-	hypothetical protein
TAG0327	-	hypothetical protein
TAG0328	-	hypothetical protein
TAG0329	-	hypothetical protein
TAG0330	-	hypothetical protein
TAG0331	-	hypothetical protein
TAG0332	-	Mobile element protein
TAG0333	-	hypothetical protein
TAG0334	-	hypothetical protein
TAG0335	-	hypothetical protein
TAG0336	-	hypothetical protein
TAG0337	-	hypothetical protein
TAG0338	-	hypothetical protein
TAG0339	-	hypothetical protein
TAG0340	-	hypothetical protein
TAG0341	-	hypothetical protein
TAG0342	-	hypothetical protein
TAG0343	-	hypothetical protein
TAG0344	-	hypothetical protein
TAG0345	-	hypothetical protein
TAG0346	-	hypothetical protein
TAG0347	-	hypothetical protein
TAG0348	-	hypothetical protein
TAG0349	-	hypothetical protein
TAG0350	-	hypothetical protein
TAG0351	-	hypothetical protein
TAG0352	-	CO dehydrogenase/acetyl-CoA synthase, acetyl-CoA synthase subunit (EC 2.3.1.169)
TAG0353	2687	DegV family protein
TAG0354	-	hypothetical protein
TAG0355	-	hypothetical protein
TAG0356	-	hypothetical protein
TAG0357	-	hypothetical protein
TAG0358	-	Cell division protein FtsA, extended form
TAG0359	-	Radical SAM heme biosynthesis protein AhbD, Fe-coproporphyrin III decarboxylase
TAG0360	-	Xanthine and CO dehydrogenases maturation factor, XdhC/CoxF family
TAG0361	-	hypothetical protein
TAG0362	-	Formate dehydrogenase O alpha subunit (EC 1.2.1.2) @ selenocysteine-containing
TAG0363	-	Twin-arginine translocation protein TatC
TAG0364	-	Formylmethanofuran dehydrogenase subunit E
TAG0365	-	hypothetical protein
TAG0366	2478	Homoserine dehydrogenase (EC 1.1.1.3)
TAG0367	149	Stage IV sporulation protein A
TAG0368	-	hypothetical protein
TAG0369	-	Vitamin B12 ABC transporter, permease protein BtuC
TAG0370	-	hypothetical protein
TAG0371	-	hypothetical protein
TAG0372	-	2-keto-3-deoxy-D-arabino-heptulosonate-7-phosphate synthase I beta (EC 2.5.1.54)
TAG0373	-	hypothetical protein
TAG0374	-	Ferredoxin
TAG0375	-	Cob(I)alamin adenosyltransferase (EC 2.5.1.17)
TAG0376	-	ABC transporter, substrate-binding protein (cluster 8, B12/iron complex)
TAG0377	1742,1767,2054	D-alanyl-D-alanine carboxypeptidase (EC 3.4.16.4)
TAG0378	-	hypothetical protein
TAG0379	-	hypothetical protein
TAG0380	-	hypothetical protein
TAG0381	2191,855	Anti-sigma F factor antagonist
TAG0382	2284	Phosphopentomutase (EC 5.4.2.7)
TAG0383	-	hypothetical protein
TAG0384	-	hypothetical protein
TAG0385	1831	Endonuclease Q, cleaves 5' to damaged DNA bases
TAG0386	-	Uncharacterized peptidase YqjE
TAG0387	1777	RNA binding methyltransferase FtsJ like
TAG0388	-	hypothetical protein
TAG0389	1482	Exodeoxyribonuclease VII small subunit (EC 3.1.11.6)
TAG0390	-	hypothetical protein
TAG0391	-	hypothetical protein
TAG0392	-	hypothetical protein
TAG0393	1807	Pyruvate:Oxaloacetate transcarboxylase domain protein
TAG0394	-	hypothetical protein
TAG0395	-	hypothetical protein
TAG0396	1475	Stage III sporulation protein AG
TAG0397	-	hypothetical protein
TAG0398	-	hypothetical protein
TAG0399	-	hypothetical protein
TAG0400	-	hypothetical protein
TAG0401	-	Type IV pilus biogenesis protein PilM
TAG0402	-	Molybdopterin adenylyltransferase (EC 2.7.7.75)
TAG0403	-	hypothetical protein
TAG0404	-	hypothetical protein
TAG0405	-	hypothetical protein
TAG0406	-	Tfp pilus assembly protein PilE
TAG0407	2397	Twitching motility protein PilT
TAG0408	-	hypothetical protein
TAG0409	-	Twitching motility protein PilT
TAG0410	-	hypothetical protein
TAG0411	2209	Shikimate kinase I (EC 2.7.1.71)
TAG0412	2405	Shikimate 5-dehydrogenase I alpha (EC 1.1.1.25)
TAG0413	-	hypothetical protein
TAG0414	-	Putative phosphoesterase
TAG0415	-	hypothetical protein
TAG0416	-	hypothetical protein
TAG0417	-	hypothetical protein
TAG0418	-	hypothetical protein
TAG0419	-	hypothetical protein
TAG0420	-	hypothetical protein
TAG0421	-	RNA polymerase sporulation specific sigma factor SigK
TAG0422	-	hypothetical protein
TAG0423	-	MrdA-like protein
TAG0424	-	hypothetical protein
TAG0425	1694	UPF0297 protein YrzL
TAG0426	-	hypothetical protein
TAG0427	-	hypothetical protein
TAG0428	-	hypothetical protein
TAG0429	-	hypothetical protein
TAG0430	-	hypothetical protein
TAG0431	-	hypothetical protein
TAG0432	-	Uncharacterized protein MSMEG_1245
TAG0433	-	hypothetical protein
TAG0434	-	hypothetical protein
TAG0435	-	Leucyl aminopeptidase
TAG0436	-	hypothetical protein
TAG0437	-	Transcriptional regulator containing PAS, AAA-type ATPase, and DNA-binding domains
TAG0438	-	Oligopeptide ABC transporter, ATP-binding protein OppF (TC 3.A.1.5.1)
TAG0439	-	hypothetical protein
TAG0440	-	Dipeptide ABC transporter, permease protein DppC (TC 3.A.1.5.2)
TAG0441	-	Dipeptide ABC transporter, permease protein DppB (TC 3.A.1.5.2); putative hemin permease
TAG0442	-	Dipeptide ABC transporter, substrate-binding protein DppA (TC 3.A.1.5.2)
TAG0443	-	hypothetical protein
TAG0444	-	Oxidoreductase, molybdopterin-binding
TAG0445	-	hypothetical protein
TAG0446	-	hypothetical protein
TAG0447	-	hypothetical protein
TAG0448	-	hypothetical protein
TAG0449	-	hypothetical protein
TAG0450	-	putative chelatase
TAG0451	-	hypothetical protein
TAG0452	-	Sulfur carrier protein FdhD
TAG0453	-	hypothetical protein
TAG0454	-	hypothetical protein
TAG0455	-	hypothetical protein
TAG0456	-	hypothetical protein
TAG0457	-	Two-component transcriptional response regulator, LuxR family
TAG0458	-	hypothetical protein
TAG0459	-	hypothetical protein
TAG0460	1703	Molybdenum cofactor guanylyltransferase (EC 2.7.7.77)
TAG0461	-	hypothetical protein
TAG0462	-	hypothetical protein
TAG0463	-	hypothetical protein
TAG0464	-	hypothetical protein
TAG0465	-	hypothetical protein
TAG0466	-	hypothetical protein
TAG0467	-	hypothetical protein
TAG0468	-	Bacterial regulatory proteins
TAG0469	1392	hypothetical protein
TAG0470	-	hypothetical protein
TAG0471	-	hypothetical protein
TAG0472	-	hypothetical protein
TAG0473	-	hypothetical protein
TAG0474	-	putative membrane protein
TAG0475	-	hypothetical protein
TAG0476	-	hypothetical protein
TAG0477	-	hypothetical protein
TAG0478	-	Molybdopterin molybdenumtransferase (EC 2.10.1.1)
TAG0479	-	hypothetical protein
TAG0480	-	hypothetical protein
TAG0481	-	hypothetical protein
TAG0482	-	Transposase
TAG0483	-	UPF0236 protein TTE2489
TAG0484	-	hypothetical protein
TAG0485	-	2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase, delta subunit, ferredoxin-like 4Fe-4S binding protein (EC 1.2.7.-)
TAG0486	-	hypothetical protein
TAG0487	-	hypothetical protein
TAG0488	-	hypothetical protein
TAG0489	-	hypothetical protein
TAG0490	-	hypothetical protein
TAG0491	-	hypothetical protein
TAG0492	-	Predicted hydroxymethylpyrimidine transporter CytX
TAG0493	1949	AIR Synthase, TMP kinase, hydrogenase maturation protein HypE superfamily
TAG0494	-	hypothetical protein
TAG0495	-	Fosmidomycin resistance protein
TAG0496	-	Dipeptide ABC transporter, ATP-binding protein DppD (TC 3.A.1.5.2)
TAG0497	-	Cysteine desulfurase (EC 2.8.1.7)
TAG0498	-	hypothetical protein
TAG0499	-	Methyltransferase corrinoid protein Dhaf_2146
TAG0500	-	hypothetical protein
TAG0501	2452	Arsenical-resistance protein ACR3
TAG0502	-	hypothetical protein
TAG0503	-	hypothetical protein
TAG0504	-	hypothetical protein
TAG0505	-	hypothetical protein
TAG0506	-	hypothetical protein
TAG0507	-	Nicotinate phosphoribosyltransferase (EC 6.3.4.21)
TAG0508	-	Uncharacterized pterin binding enzyme
TAG0509	-	hypothetical protein
TAG0510	-	Ferredoxin
TAG0511	-	hypothetical protein
TAG0512	-	hypothetical protein
TAG0513	-	hypothetical protein
TAG0514	-	hypothetical protein
TAG0515	-	hypothetical protein
TAG0516	-	hypothetical protein
TAG0517	-	hypothetical protein
TAG0518	-	hypothetical protein
TAG0519	-	hypothetical protein
TAG0520	-	hypothetical protein
TAG0521	-	hypothetical protein
TAG0522	-	hypothetical protein
TAG0523	-	hypothetical protein
TAG0524	-	hypothetical protein
TAG0525	-	hypothetical protein
TAG0526	-	hypothetical protein
TAG0527	-	hypothetical protein
TAG0528	-	hypothetical protein
TAG0529	-	hypothetical protein
TAG0530	-	hypothetical protein
TAG0531	-	hypothetical protein
TAG0532	1785	Electron-bifurcating
TAG0533	1783	Electron-bifurcating
TAG0534	-	hypothetical protein
TAG0535	-	LysM-repeat proteins and domains
TAG0536	2345	N(6)-L-threonylcarbamoyladenine synthase (EC 2.3.1.234)
TAG0537	-	hypothetical protein
TAG0538	-	hypothetical protein
TAG0539	2422	Holo-[acyl-carrier-protein] synthase (EC 2.7.8.7)
TAG0540	1008,2280,2653,2703	Positive regulator of CheA protein activity (CheW)
TAG0541	-	hypothetical protein
TAG0542	1074	Uracil phosphoribosyltransferase (EC 2.4.2.9)
TAG0543	-	hypothetical protein
TAG0544	-	Na+/H+ antiporter
TAG0545	-	probable exported protein STY2149
TAG0546	-	hypothetical protein
TAG0547	-	Multicopper oxidase
TAG0548	-	hypothetical protein
TAG0549	-	hypothetical protein
TAG0550	-	hypothetical protein
TAG0551	-	hypothetical protein
TAG0552	-	hypothetical protein
TAG0553	-	hypothetical protein
TAG0554	-	hypothetical protein
TAG0555	-	hypothetical protein
TAG0556	-	Abortive infection protein
TAG0557	-	hypothetical protein
TAG0558	-	hypothetical protein
TAG0559	-	hypothetical protein
TAG0560	-	hypothetical protein
TAG0561	-	hypothetical protein
TAG0562	-	hypothetical protein
TAG0563	-	hypothetical protein
TAG0564	-	hypothetical protein
TAG0565	-	hypothetical protein
TAG0566	-	hypothetical protein
TAG0567	-	hypothetical protein
TAG0568	-	hypothetical protein
TAG0569	-	hypothetical protein
TAG0570	-	hypothetical protein
TAG0571	-	CRISPR-associated protein, Csa1 family
TAG0572	-	CRISPR-associated RecB family exonuclease Cas4
TAG0573	-	3'->5' exoribonuclease Bsu YhaM
TAG0574	-	CRISPR-associated protein Cas2
TAG0575	-	hypothetical protein
TAG0576	-	hypothetical protein
TAG0577	-	hypothetical protein
TAG0578	-	hypothetical protein
TAG0579	-	hypothetical protein
TAG0580	-	hypothetical protein
TAG0581	-	hypothetical protein
TAG0582	-	hypothetical protein
TAG0583	-	hypothetical protein
TAG0584	-	hypothetical protein
TAG0585	-	hypothetical protein
TAG0586	-	hypothetical protein
TAG0587	-	hypothetical protein
TAG0588	-	hypothetical protein
TAG0589	-	Transposase
TAG0590	-	Mobile element protein
TAG0591	-	hypothetical protein
TAG0592	-	hypothetical protein
TAG0593	-	Mobile element protein
TAG0594	-	hypothetical protein
TAG0595	-	Mobile element protein
TAG0596	-	hypothetical protein
TAG0597	-	hypothetical protein
TAG0598	-	hypothetical protein
TAG0599	-	hypothetical protein
TAG0600	-	type II DNA modification methyltransferase M.TdeIII
TAG0601	-	hypothetical protein
TAG0602	-	hypothetical protein
TAG0603	-	hypothetical protein
TAG0604	-	Mobile element protein
TAG0605	-	hypothetical protein
TAG0606	-	hypothetical protein
TAG0607	-	Lipoate-protein ligase A
TAG0608	-	hypothetical protein
TAG0609	-	Uncharacterized radical-SAM-domain protein HTH_1873
TAG0610	-	hypothetical protein
TAG0611	-	hypothetical protein
TAG0612	-	Glycine cleavage system H protein
TAG0613	-	hypothetical protein
TAG0614	-	hypothetical protein
TAG0615	-	Fe-S oxidoreductase; Homology to heterodisulfide reductase 2 iron-sulfur subunit
TAG0616	-	hypothetical protein
TAG0617	-	hypothetical protein
TAG0618	-	Transposase
TAG0619	-	hypothetical protein
TAG0620	-	hypothetical protein
TAG0621	-	Small basic protein Sbp
TAG0622	-	hypothetical protein
TAG0623	1110	Dihydroxy-acid dehydratase (EC 4.2.1.9)
TAG0624	-	hypothetical protein
TAG0625	-	hypothetical protein
TAG0626	-	hypothetical protein
TAG0627	-	hypothetical protein
TAG0628	-	hypothetical protein
TAG0629	-	hypothetical protein
TAG0630	-	hypothetical protein
TAG0631	-	UPF0236 protein TTE2489
TAG0632	-	hypothetical protein
TAG0633	-	hypothetical protein
TAG0634	-	hypothetical protein
TAG0635	-	hypothetical protein
TAG0636	-	hypothetical protein
TAG0637	-	hypothetical protein
TAG0638	-	hypothetical protein
TAG0639	-	hypothetical protein
TAG0640	-	Probable poly(beta-D-mannuronate) O-acetylase (EC 2.3.1.-)
TAG0641	-	hypothetical protein
TAG0642	-	ATPase
TAG0643	-	hypothetical protein
TAG0644	-	hypothetical protein
TAG0645	-	hypothetical protein
TAG0646	-	Glycine betaine transporter OpuD
TAG0647	-	hypothetical protein
TAG0648	-	Osmoprotectant ABC transporter, permease protein OsmY
TAG0649	-	hypothetical protein
TAG0650	-	hypothetical protein
TAG0651	-	hypothetical protein
TAG0652	-	Methylaspartate ammonia-lyase (EC 4.3.1.2)
TAG0653	-	hypothetical protein
TAG0654	-	Uncharacterized corrinoid protein
TAG0655	-	hypothetical protein
TAG0656	-	sodium-solute symporter, putative
TAG0657	-	hypothetical protein
TAG0658	-	Tungsten-containing aldehyde:ferredoxin oxidoreductase (EC 1.2.7.5)
TAG0659	-	hypothetical protein
TAG0660	-	hypothetical protein
TAG0661	-	ABC transporter, substrate-binding protein (cluster 13, osmolytes)
TAG0662	-	hypothetical protein
TAG0663	-	hypothetical protein
TAG0664	-	Imidazolonepropionase (EC 3.5.2.7)
TAG0665	-	Histidine ammonia-lyase (EC 4.3.1.3)
TAG0666	-	hypothetical protein
TAG0667	-	hypothetical protein
TAG0668	-	hypothetical protein
TAG0669	-	Cysteine desulfurase (EC 2.8.1.7)
TAG0670	-	hypothetical protein
TAG0671	-	hypothetical protein
TAG0672	-	hypothetical protein
TAG0673	-	hypothetical protein
TAG0674	-	hypothetical protein
TAG0675	-	hypothetical protein
TAG0676	-	hypothetical protein
TAG0677	-	hypothetical protein
TAG0678	-	hypothetical protein
TAG0679	-	hypothetical protein
TAG0680	-	Molybdopterin molybdenumtransferase (EC 2.10.1.1) / Periplasmic molybdate-binding domain
TAG0681	-	hypothetical protein
TAG0682	-	hypothetical protein
TAG0683	-	hypothetical protein
TAG0684	-	hypothetical protein
TAG0685	-	Transposase
TAG0686	-	hypothetical protein
TAG0687	-	hypothetical protein
TAG0688	-	hypothetical protein
TAG0689	-	hypothetical protein
TAG0690	-	Cysteine synthase (EC 2.5.1.47)
TAG0691	-	Inositol-1-phosphate synthase (EC 5.5.1.4)
TAG0692	-	hypothetical protein
TAG0693	-	hypothetical protein
TAG0694	-	Helicase, SNF2/RAD54 family
TAG0695	-	hypothetical protein
TAG0696	-	hypothetical protein
TAG0697	-	hypothetical protein
TAG0698	-	hypothetical protein
TAG0699	-	Mobile element protein
TAG0700	-	hypothetical protein
TAG0701	-	hypothetical protein
TAG0702	-	hypothetical protein
TAG0703	-	hypothetical protein
TAG0704	-	hypothetical protein
TAG0705	-	hypothetical protein
TAG0706	-	hypothetical protein
