TAG0060	1392	-	-	-	-	-	-	-	-	-	-	-	-
TAG0061	1393	-	-	-	-	-	-	-	-	-	-	-	-
TAG0062	1394	-	-	-	-	-	-	-	-	-	-	-	-
TAG0063	1410	-	-	-	-	-	-	-	-	-	-	-	-
TAG0064	1426	-	-	-	-	-	-	-	-	-	-	-	-
TAG0065	1428	-	-	-	-	-	-	-	-	-	-	-	-
TAG0066	1447	-	-	-	-	171	-	-	-	-	-	-	-
TAG0067	1449	-	-	-	-	-	-	-	-	-	-	-	2341
TAG0068	1451	-	-	-	-	-	-	-	-	-	-	-	-
TAG0069	1456	1178	2544	"2786,94"	-	178	588	2399	2637	77	2595	486	-
TAG0070	1462	-	-	-	-	-	-	-	736	-	-	-	-
TAG0071	1463	-	-	-	-	-	-	-	-	-	-	-	-
TAG0072	1470	-	-	-	-	-	-	-	-	-	-	-	-
TAG0073	1472	-	-	-	-	-	-	-	-	-	-	-	-
TAG0074	1474	-	-	-	-	-	-	-	-	-	-	-	-
TAG0075	1475	-	-	-	-	-	-	-	-	-	-	-	-
TAG0076	1478	-	-	-	-	-	-	-	-	-	-	-	-
TAG0077	1479	-	-	-	-	-	-	-	-	2788	-	-	-
TAG0078	1490	-	-	-	-	-	-	-	-	-	-	-	-
TAG0079	1491	-	-	-	-	-	43	2482	-	-	-	-	-
TAG0080	1492	-	-	-	-	-	-	-	-	-	-	-	-
TAG0081	1493	-	-	-	-	-	-	-	-	-	-	-	-
TAG0082	1494	-	-	-	217	-	-	-	-	-	-	-	-
TAG0083	1495	-	-	-	-	-	-	-	-	-	-	-	-
TAG0084	1496	-	-	-	-	-	-	-	-	-	-	-	-
TAG0085	1500	-	-	-	-	-	-	-	-	-	-	-	-
TAG0086	1504	-	-	-	-	-	-	-	-	-	-	-	-
TAG0087	1505	1789	179	-	467	"2874,477"	2642	-	-	-	-	-	-
TAG0088	1516	-	-	-	-	-	-	-	-	217	-	-	-
TAG0089	1517	-	-	-	-	-	-	-	-	-	-	-	-
TAG0090	1518	-	-	-	-	-	-	2417	-	2746	-	458	-
TAG0091	1519	-	-	-	-	-	-	-	-	-	-	-	-
TAG0092	1520	-	-	-	-	-	-	-	-	-	-	-	-
TAG0093	1521	-	-	-	-	-	-	-	-	-	-	-	-
TAG0094	1522	-	-	-	-	-	-	-	-	-	-	-	-
TAG0095	1523	-	-	-	-	-	-	-	-	-	-	-	-
TAG0096	1524	-	-	-	-	-	-	-	-	-	-	-	-
TAG0097	1525	-	-	-	-	-	-	-	-	-	-	-	-
TAG0098	1534	-	-	-	-	-	-	-	-	-	-	-	-
TAG0099	1535	-	-	-	-	-	-	-	-	-	-	-	-
TAG0100	1546	-	-	-	-	-	-	-	-	-	-	-	-
TAG0101	1556	-	-	-	-	-	-	-	-	-	-	-	-
TAG0102	1561	1307	378	248	273	362	2998	2522	2749	2909	2741	376	2422
TAG0103	1569	-	-	-	-	-	-	-	-	-	-	-	-
TAG0104	1582	-	-	-	-	-	-	-	-	-	-	-	-
TAG0105	1585	-	-	-	-	-	-	-	-	-	-	-	-
TAG0106	1590	-	-	-	-	-	-	-	-	-	-	-	-
TAG0107	1591	-	-	722	-	-	-	-	-	-	-	-	-
TAG0108	1592	-	-	-	-	-	-	-	-	-	-	-	-
TAG0109	1593	-	-	-	-	-	-	-	-	-	-	-	-
TAG0110	1618	-	204	749	-	"715,951"	216	-	2252	"1942,313"	"2242,2435"	"1750,1865"	419
TAG0111	1660	-	-	-	-	-	-	-	-	-	-	-	-
TAG0112	1662	-	-	-	-	-	-	-	2203	-	-	-	-
TAG0113	1663	-	-	-	-	-	-	-	-	-	-	-	-
TAG0114	1664	-	-	-	-	2068	-	-	-	-	-	-	-
TAG0115	1665	-	-	-	-	-	-	-	-	-	-	-	-
TAG0116	1666	-	-	-	-	-	-	-	-	-	-	-	-
TAG0117	1677	-	-	-	-	-	-	-	-	-	-	-	-
TAG0118	1678	-	-	-	-	-	-	-	-	-	-	-	-
TAG0119	1680	-	-	-	-	-	-	-	-	-	-	-	-
TAG0120	1720	-	-	-	-	-	-	-	1162	-	-	-	-
TAG0121	1725	-	-	-	-	-	-	-	-	-	-	-	-
TAG0122	1726	-	-	-	-	-	-	1005	-	-	-	-	-
TAG0123	1728	-	-	-	-	-	-	-	-	-	-	-	-
TAG0124	1729	-	-	-	-	-	-	-	-	-	-	-	-
TAG0125	1730	-	-	-	-	-	-	1004	-	-	-	-	-
TAG0126	1731	-	-	-	-	-	-	-	-	-	-	-	-
TAG0127	1732	-	-	-	-	-	-	-	-	-	-	-	-
TAG0128	1733	-	-	-	-	-	-	-	-	-	-	-	-
TAG0129	1735	-	-	-	-	-	-	1006	-	-	-	1826	-
TAG0130	1736	-	-	-	-	-	-	-	-	-	-	-	-
TAG0131	1738	-	1804	-	-	-	-	-	-	-	-	-	-
TAG0132	1739	-	-	-	-	-	-	-	-	-	-	-	-
TAG0133	1744	-	-	-	-	-	-	-	-	-	-	-	-
TAG0134	1772	-	-	-	-	-	-	-	-	-	-	-	-
TAG0135	1777	-	-	-	-	-	-	-	-	-	-	-	-
TAG0136	1870	-	-	-	-	-	-	-	-	-	-	-	-
TAG0137	1876	-	-	-	-	-	-	-	-	-	-	-	-
TAG0138	1877	-	-	-	-	-	-	-	-	-	-	-	-
TAG0139	1885	-	-	-	-	-	-	-	-	452	-	-	-
TAG0140	191	-	-	-	-	-	-	-	-	-	-	-	-
TAG0141	1915	-	-	-	-	-	-	2069	-	-	-	-	-
TAG0142	1944	-	-	-	-	-	-	-	-	-	-	-	-
TAG0143	198	"1227,254"	1959	"1182,1596"	2469	-	2099	1679	1456	"1036,1468,739"	-	2307	"1231,797"
TAG0144	1991	682	-	1779	-	2021	2384	1123	1295	1685	1262	1118	1387
TAG0145	201	-	-	-	-	-	-	-	-	-	-	-	-
TAG0146	2018	-	-	-	-	-	-	-	-	-	-	-	-
TAG0147	2027	-	-	-	-	-	-	-	-	-	-	-	-
TAG0148	2032	-	-	-	-	-	-	1082	-	-	-	-	-
TAG0149	2049	2064	-	-	-	-	-	-	-	-	-	-	-
TAG0150	2054	-	1240	1849	2150	2107	-	-	1233	1746	1193	1576	-
TAG0151	2059	-	-	-	-	-	-	-	-	-	-	-	-
TAG0152	206	2417	1551	1607	1136	1860	"2107,551"	-	1445	1487	1414	154	1244
TAG0153	2060	-	-	-	-	-	-	-	-	-	-	-	-
TAG0154	2061	-	429	340	-	-	2746	81	67	-	77	-	-
TAG0155	2064	-	-	-	-	-	-	84	-	-	-	-	-
TAG0156	2069	-	-	-	-	-	-	-	-	-	-	-	-
TAG0157	2070	-	-	-	-	-	-	-	-	-	-	-	-
TAG0158	2074	-	-	-	-	-	-	-	79	-	92	-	-
TAG0159	2080	-	-	-	-	-	-	-	87	-	-	-	-
TAG0160	2082	-	-	-	-	-	-	-	89	-	103	-	-
TAG0161	2083	-	-	-	-	-	-	-	90	-	104	-	-
TAG0162	2086	-	-	-	-	-	-	-	-	-	-	-	-
TAG0163	2087	-	-	-	-	-	-	-	-	-	-	-	-
TAG0164	2093	1523	-	353	-	-	2713	-	98	-	112	-	-
TAG0165	2096	-	-	-	-	-	-	-	-	-	-	-	-
TAG0166	2097	-	-	-	-	-	-	-	-	-	-	-	-
TAG0167	2098	-	-	-	-	-	-	-	-	-	-	-	-
TAG0168	2099	-	-	-	-	-	-	-	-	-	-	-	-
TAG0169	2101	-	-	-	-	-	-	-	724	-	-	-	-
TAG0170	2117	-	-	-	-	-	-	-	-	-	-	-	-
TAG0171	"2111,2119"	2019	-	363	375	491	2702	"105,114"	"114,124"	2649	134	-	59
TAG0172	2127	1483	49	2828	574	2977	400	2325	132	628	144	"1898,2762"	2282
TAG0173	2134	-	-	-	-	-	-	-	-	-	-	-	-
TAG0174	2148	-	651	2697	-	-	-	-	-	2659	-	-	-
TAG0175	2150	462	1186	1979	2607	405	2439	-	17	"2406,62"	-	471	-
TAG0176	2151	-	-	-	-	-	-	-	-	-	-	-	-
TAG0177	2152	-	-	-	-	-	-	-	-	-	-	-	-
TAG0178	2164	-	-	-	-	-	-	-	-	-	-	-	-
TAG0179	2168	-	-	-	-	-	-	-	-	-	-	-	-
TAG0180	2171	-	-	-	-	-	-	-	-	-	-	-	-
TAG0181	2174	-	-	-	-	-	-	-	-	-	-	-	-
TAG0182	2175	-	-	-	-	-	-	-	-	-	-	-	-
TAG0183	218	-	-	-	-	-	-	-	-	-	-	-	-
TAG0184	2188	-	-	-	-	-	-	-	-	-	-	-	-
TAG0185	2195	-	-	-	-	-	-	-	-	-	-	-	-
TAG0186	2196	-	-	684	-	-	-	-	-	-	-	-	-
TAG0187	2208	-	-	-	-	-	-	-	-	-	-	-	-
TAG0188	2214	-	-	-	-	-	-	-	59	-	-	-	-
TAG0189	2225	-	-	-	-	-	-	-	-	-	-	-	-
TAG0190	2231	-	-	-	-	-	-	-	-	-	-	-	-
TAG0191	2232	-	-	-	-	-	-	-	-	-	-	-	-
TAG0192	2233	-	-	-	-	-	-	-	-	-	-	-	-
TAG0193	2234	-	-	-	-	-	-	-	-	-	-	-	-
TAG0194	2235	-	-	-	-	441	-	60	-	-	-	1387	-
TAG0195	2266	-	-	-	-	-	-	-	-	-	-	-	-
TAG0196	2267	-	-	-	-	-	-	-	-	-	-	-	-
TAG0197	2269	-	-	-	-	-	-	-	-	-	-	-	-
TAG0198	2270	-	-	-	-	-	-	-	-	-	-	-	-
TAG0199	2274	-	-	-	-	-	-	-	-	-	-	-	-
TAG0200	2278	-	-	-	-	-	-	-	-	-	-	-	-
TAG0201	2320	-	-	-	-	-	-	-	-	-	-	-	-
TAG0202	2330	1012	2262	1064	2354	1253	1061	796	1984	2077	1957	598	702
TAG0203	2344	-	-	-	-	-	-	-	-	-	-	-	-
TAG0204	2368	-	-	-	-	-	-	-	-	-	-	-	-
TAG0205	2369	-	2295	1029	2318	1217	-	-	-	1474	1991	2479	-
TAG0206	2371	-	-	1167	-	1380	-	-	-	-	-	-	-
TAG0207	2374	-	-	-	-	-	-	-	-	-	-	-	-
TAG0208	2377	-	-	-	-	-	-	-	-	-	-	-	-
TAG0209	2412	-	-	-	-	-	-	-	-	-	-	-	-
TAG0210	2415	-	-	-	-	-	-	-	-	-	-	-	-
TAG0211	2416	-	-	-	-	-	-	-	-	-	-	-	-
TAG0212	2417	-	-	-	-	-	-	-	-	-	-	-	-
TAG0213	2418	-	-	-	-	-	-	-	-	-	-	-	-
TAG0214	2419	-	-	-	-	-	-	-	-	-	-	-	-
TAG0215	2420	-	-	-	-	-	-	-	-	-	-	-	-
TAG0216	2421	-	-	-	-	-	-	-	-	-	-	-	-
TAG0217	2422	-	-	-	-	-	-	-	-	-	-	-	-
TAG0218	2423	-	-	-	-	-	-	-	-	-	-	-	-
TAG0219	2426	-	-	-	-	-	-	-	-	-	-	-	-
TAG0220	2428	-	-	-	-	-	-	-	-	-	-	-	-
TAG0221	2435	-	-	-	-	-	-	-	-	-	-	-	-
TAG0222	2440	-	-	-	-	-	-	-	-	-	-	-	-
TAG0223	2445	-	-	-	-	-	-	-	-	-	609	-	-
TAG0224	2448	-	-	-	-	-	-	-	-	-	606	-	-
TAG0225	2455	-	-	-	-	-	-	-	-	-	-	-	-
TAG0226	2458	-	-	-	-	-	-	-	-	-	-	-	-
TAG0227	2459	-	-	-	-	-	-	-	-	-	-	-	-
TAG0228	2460	-	-	-	-	-	-	-	-	-	-	-	-
TAG0229	2461	-	-	-	-	-	-	-	-	812	-	1737	-
TAG0230	2466	-	-	-	-	-	-	-	-	-	-	-	-
TAG0231	2467	-	-	-	-	-	-	-	-	-	-	-	-
TAG0232	2468	-	-	-	-	-	-	-	-	-	-	-	-
TAG0233	2469	-	-	-	-	-	-	-	-	-	-	-	-
TAG0234	2470	-	-	-	-	-	-	-	-	-	-	-	-
TAG0235	2471	-	-	-	-	-	-	-	-	-	-	-	-
TAG0236	2472	-	-	-	-	-	-	-	-	-	-	-	-
TAG0237	2473	-	-	-	-	-	-	-	-	-	-	-	-
TAG0238	2474	-	-	-	-	-	-	-	-	-	-	-	-
TAG0239	2475	1370	-	-	-	-	1566	-	-	-	-	-	-
TAG0240	2478	-	768	-	-	-	-	-	-	-	-	-	-
TAG0241	2479	-	-	-	-	-	-	-	-	-	-	-	-
TAG0242	2480	-	-	-	-	-	-	-	-	-	-	-	-
TAG0243	2483	-	-	-	-	-	-	-	-	-	-	-	-
TAG0244	2487	-	-	-	-	-	-	-	-	-	-	-	-
TAG0245	250	-	-	-	-	-	-	-	-	-	-	-	-
TAG0246	2511	-	-	-	-	-	-	-	-	-	-	-	-
TAG0247	2512	-	-	-	-	-	-	-	-	-	-	-	-
TAG0248	2513	-	-	-	-	-	-	-	-	-	-	-	-
TAG0249	2515	-	-	-	-	-	-	-	-	-	-	-	-
TAG0250	2517	-	-	-	-	-	-	-	-	-	-	-	-
TAG0251	2522	-	-	-	-	-	-	-	-	-	-	-	-
TAG0252	2523	-	-	-	-	-	-	-	-	-	-	-	-
TAG0253	2524	-	-	-	-	-	-	-	-	-	-	-	-
TAG0254	2525	-	-	-	-	-	-	-	-	-	-	-	-
TAG0255	2526	-	-	-	-	-	-	-	-	-	-	-	-
TAG0256	2527	-	-	-	-	-	-	-	-	-	-	-	-
TAG0257	2528	-	-	-	-	-	-	-	-	-	-	-	-
TAG0258	2536	-	-	-	883	-	-	-	-	-	2347	-	-
TAG0259	2537	-	-	-	-	-	-	-	-	-	-	-	-
TAG0260	2539	-	-	-	-	-	-	-	-	-	-	-	-
TAG0261	2540	-	-	-	-	-	-	-	-	-	-	-	-
TAG0262	2541	-	-	-	-	-	-	-	-	-	-	-	-
TAG0263	2542	-	-	-	-	-	-	-	-	-	-	-	-
TAG0264	2543	-	-	-	-	-	-	-	-	-	-	-	-
TAG0265	2544	-	-	-	-	-	-	-	-	-	-	-	-
TAG0266	2545	-	-	-	-	-	-	-	-	-	-	-	-
TAG0267	2546	-	-	-	-	-	-	-	-	-	-	-	-
TAG0268	2547	-	-	-	-	-	-	-	-	-	-	-	-
TAG0269	2549	2454	-	-	2067	-	2691	-	-	-	-	-	-
TAG0270	2550	-	-	-	-	-	-	-	-	-	-	-	-
TAG0271	2551	-	-	-	-	-	-	-	-	-	-	-	-
TAG0272	2552	-	-	-	-	-	-	-	-	-	-	-	-
TAG0273	2553	-	-	-	-	-	-	-	-	-	-	-	-
TAG0274	2554	-	-	-	-	-	-	-	-	-	-	-	-
TAG0275	2555	1188	452	"1008,2329"	-	193	"2856,579"	-	-	-	2603	-	-
TAG0276	2556	-	-	-	-	-	-	-	-	-	-	-	-
TAG0277	2558	-	-	995	-	-	-	-	-	-	-	-	-
TAG0278	2561	-	-	-	-	-	-	-	-	-	-	-	-
TAG0279	2562	-	-	-	-	-	-	-	-	-	-	-	-
TAG0280	2563	-	-	-	-	-	-	-	-	-	-	-	-
TAG0281	2564	-	-	-	-	706	-	-	-	-	-	-	-
TAG0282	2572	-	-	-	-	-	-	-	-	-	-	-	-
TAG0283	2575	-	-	-	-	-	-	-	-	-	-	-	-
TAG0284	2577	-	-	-	-	-	-	-	-	399	-	-	-
TAG0285	2579	-	-	-	-	-	-	-	-	-	-	-	-
TAG0286	2580	-	-	-	-	-	-	-	-	-	-	-	-
TAG0287	2581	-	-	-	-	-	-	-	-	-	-	-	-
TAG0288	2582	-	-	-	1173	-	-	-	-	-	-	642	-
TAG0289	2585	-	-	-	-	-	-	-	-	-	-	-	-
TAG0290	314	-	-	-	1287	-	-	-	-	-	-	-	-
TAG0291	32	-	-	-	-	-	-	-	-	-	-	-	-
TAG0292	352	-	-	-	-	-	-	-	-	-	-	-	-
TAG0293	353	-	-	-	-	-	-	-	-	-	-	-	-
TAG0294	357	-	-	-	-	-	303	-	2376	-	-	-	-
TAG0295	358	-	-	-	-	-	302	-	2377	-	-	-	-
TAG0296	372	-	-	-	-	-	-	-	-	-	-	-	-
TAG0297	407	-	-	-	-	-	-	-	-	-	-	-	-
TAG0298	414	2236	212	536	403	675	208	287	2435	303	2443	2577	212
TAG0299	417	-	-	-	-	-	-	-	-	-	-	-	-
TAG0300	420	2243	-	-	-	-	-	-	-	297	-	2769	-
TAG0301	422	-	-	-	-	-	-	-	-	293	-	1676	-
TAG0302	430	-	-	-	-	-	-	-	-	-	-	-	-
TAG0303	439	-	-	-	-	-	-	-	2478	-	2461	-	193
TAG0304	457	-	-	-	-	-	-	-	-	-	-	-	-
TAG0305	461	-	-	-	-	-	-	-	-	-	-	-	-
TAG0306	462	-	-	-	-	-	-	-	-	-	-	-	-
TAG0307	463	-	-	-	-	-	-	-	-	-	-	-	-
TAG0308	464	-	-	-	-	-	-	-	-	-	-	-	-
TAG0309	465	-	-	-	-	-	-	-	-	-	-	-	-
TAG0310	466	-	-	-	-	-	-	-	-	-	-	-	-
TAG0311	467	-	-	-	-	-	-	-	-	-	-	-	-
TAG0312	485	-	-	-	-	-	-	-	2530	-	-	-	-
TAG0313	486	-	-	-	-	-	-	-	2531	-	-	-	-
TAG0314	487	-	-	-	-	-	-	-	2532	-	-	-	-
TAG0315	488	-	-	-	-	-	-	-	2533	-	-	-	-
TAG0316	489	-	-	-	-	-	-	-	2534	-	-	-	-
TAG0317	491	-	-	-	-	-	-	-	2536	-	-	-	-
TAG0318	496	-	-	-	-	602	-	208	2541	228	-	-	-
TAG0319	500	-	-	-	-	-	-	-	-	-	-	-	8
TAG0320	507	-	-	-	-	-	-	-	-	-	-	-	-
TAG0321	508	-	-	-	"244,246"	-	-	-	-	"2804,2850"	"2632,2673"	788	2365
TAG0322	516	-	-	-	-	-	-	-	-	-	-	-	-
TAG0323	519	-	-	-	-	-	-	-	-	-	-	-	-
TAG0324	531	-	-	-	-	-	2608	-	-	-	-	-	-
TAG0325	532	-	-	-	-	-	2609	-	-	-	-	-	-
TAG0326	548	-	-	-	-	-	-	-	-	-	-	-	-
TAG0327	558	-	-	-	65	-	-	155	2602	169	-	-	91
TAG0328	561	-	-	-	-	-	-	-	-	-	-	-	-
TAG0329	562	-	-	-	-	-	-	-	-	-	-	-	-
TAG0330	610	-	-	-	-	-	-	-	-	-	-	-	-
TAG0331	626	-	-	-	-	-	-	-	-	-	-	-	-
TAG0332	710	-	-	-	-	-	-	-	-	-	-	-	1687
TAG0333	766	-	-	-	-	-	-	-	-	-	-	-	-
TAG0334	767	-	-	-	-	-	-	-	-	-	-	-	-
TAG0335	768	-	-	-	-	-	-	-	-	-	-	-	-
TAG0336	"807,820"	2029	724	"2503,851,866"	2106	"1030,2642"	2948	"2001,608,620"	"2144,2158"	2170	"2133,2148,573"	1547	"1891,513,528"
TAG0337	822	-	-	-	-	-	-	-	-	-	-	-	-
TAG0338	835	-	-	-	-	-	-	-	-	-	-	-	-
TAG0339	844	-	-	-	-	-	-	-	-	-	-	-	-
TAG0340	845	-	-	-	-	-	-	-	-	-	-	-	-
TAG0341	846	-	-	-	-	-	-	-	-	-	-	-	-
TAG0342	847	-	-	-	-	-	-	-	-	-	-	-	-
TAG0343	87	-	-	-	-	-	-	-	-	-	-	-	-
TAG0344	879	-	-	-	-	-	-	-	-	-	-	-	-
TAG0345	896	-	-	-	-	-	-	-	-	-	-	-	-
TAG0346	906	-	-	-	-	-	-	-	-	-	-	-	-
TAG0347	924	-	-	-	-	-	-	-	-	-	-	-	-
TAG0348	932	-	-	-	-	-	-	-	-	-	-	-	-
TAG0349	933	-	-	-	-	-	-	-	911	-	818	-	-
TAG0350	936	1065	-	-	-	1186	1009	-	-	1625	-	10	-
TAG0351	944	-	-	-	-	-	-	-	-	-	-	-	-
TAG0352	2247	100	-	302	-	423	808	39	565	2697	-	1375	-
TAG0353	-	1000	-	-	-	-	-	-	-	-	-	-	-
TAG0354	-	1002	-	-	-	-	-	-	-	-	-	-	-
TAG0355	1874	1004	-	1072	2363	1261	1071	805	1976	2069	1949	606	710
TAG0356	-	1023	-	-	-	-	-	-	-	-	-	-	-
TAG0357	-	1025	-	-	-	-	-	-	-	-	-	-	-
TAG0358	-	1038	-	-	-	-	-	-	-	-	-	-	-
TAG0359	-	1048	-	-	-	-	-	-	-	-	-	-	-
TAG0360	-	1049	-	-	-	-	-	-	-	-	-	-	-
TAG0361	935	1067	-	-	-	-	1007	-	-	-	-	-	-
TAG0362	-	107	-	-	-	-	-	-	-	-	-	-	-
TAG0363	-	1071	-	-	-	-	-	-	-	-	-	-	-
TAG0364	-	1072	-	-	-	-	-	-	-	-	-	-	-
TAG0365	-	1073	-	-	-	-	-	-	-	-	-	-	-
TAG0366	-	1075	-	-	-	-	-	-	-	-	-	-	-
TAG0367	-	1095	-	-	-	-	-	-	-	-	-	-	-
TAG0368	-	1102	-	-	-	-	-	-	-	-	-	-	-
TAG0369	-	1103	-	-	-	-	-	-	-	-	-	-	-
TAG0370	-	1104	-	-	-	-	-	-	-	-	-	-	-
TAG0371	-	1107	-	-	-	-	-	-	-	-	-	-	-
TAG0372	-	1108	-	-	-	-	-	-	-	-	-	-	-
TAG0373	-	1112	-	-	-	-	-	-	-	-	-	-	-
TAG0374	-	1114	-	-	-	-	-	-	-	-	-	-	-
TAG0375	1091	1128	1922	1324	2525	1568	1697	1546	1742	1196	1696	1461	976
TAG0376	-	1146	-	-	-	-	-	-	-	-	-	-	-
TAG0377	-	1147	-	-	-	-	-	-	-	-	-	-	-
TAG0378	-	1149	-	-	-	-	-	-	-	-	-	-	-
TAG0379	-	1151	-	-	-	-	-	-	-	-	-	-	-
TAG0380	-	1152	-	-	-	-	-	-	-	-	-	-	-
TAG0381	-	116	-	-	2707	-	-	-	-	-	-	-	-
TAG0382	-	1162	-	-	-	-	-	-	-	-	-	-	-
TAG0383	-	1166	-	-	-	-	-	-	-	-	-	-	-
TAG0384	1026	"117,917"	218	529	-	"664,707"	200	276	2441	"1118,1123"	-	"1772,2721"	-
TAG0385	-	1172	-	-	-	-	596	-	-	-	-	-	-
TAG0386	"1545,2260"	"1173,1316,2146,82"	"2179,2298,2539"	"2294,437"	-	1682	"2676,2791,482,594"	"2353,246"	"1249,2189,2201,277"	"2710,444"	"218,700"	-	872
TAG0387	-	1177	-	-	-	-	-	-	-	-	-	-	-
TAG0388	-	118	-	-	-	-	-	-	-	-	-	-	-
TAG0389	-	1182	-	-	-	-	-	-	2641	-	-	-	-
TAG0390	-	1183	-	-	-	-	584	-	2642	-	2599	-	-
TAG0391	-	1192	-	102	-	-	575	-	-	-	-	-	1811
TAG0392	-	1196	-	-	-	-	-	-	-	-	-	-	-
TAG0393	-	1197	-	-	-	-	-	-	-	-	-	-	-
TAG0394	-	1226	-	-	-	-	-	-	-	-	-	-	-
TAG0395	-	1234	-	-	-	-	-	-	-	-	-	-	-
TAG0396	-	1235	-	-	-	-	-	-	-	-	-	-	-
TAG0397	-	1238	-	-	-	-	-	-	-	-	-	-	-
TAG0398	-	124	-	-	-	-	-	-	-	-	-	-	-
TAG0399	-	1240	-	-	-	-	-	-	-	-	-	-	-
TAG0400	-	1243	-	-	-	-	-	-	-	-	-	-	-
TAG0401	-	1245	-	-	-	-	-	-	-	-	-	-	-
TAG0402	-	1246	-	-	-	-	-	-	254	-	-	-	-
TAG0403	-	1253	-	-	-	-	-	-	262	-	-	-	-
TAG0404	-	126	-	-	-	-	-	-	-	-	-	-	-
TAG0405	-	1262	-	-	-	-	-	-	-	-	-	-	-
TAG0406	-	127	-	-	-	-	-	-	-	-	-	-	-
TAG0407	-	1272	-	-	-	-	-	-	-	-	-	-	-
TAG0408	-	1273	-	-	-	-	-	-	-	-	-	-	-
